population_id,group_id,year,group.year,GroupSize,N.Fem,N.Male,Scale.Group,N.Sampled,Obs.Effort,Obs.Effort.Per.Capita,Species,phylo,Category.New,Category.Basic,Philopatry,ff.related.r,ff.related.se,ff.rank.r,ff.rank.se,ff.male.r,ff.male.se,fm.rank.male.r,fm.rank.male.se,fm.rank.fem.r,fm.rank.fem.se,fm.rank.intx.r,fm.rank.intx.se
SIMIENS,Small,2016,Small_2016,41,30,11,0.793,45,415,9.22,Gelada,Theropithecus_gelada,Multi-level,Multi-level,Female philopatry,2.5748,0.3926,-0.1105,0.1005,3.0421,0.2617,0.7650,0.2786,0.0276,0.1973,0.0399,0.1197
SIMIENS,Small,2017,Small_2017,49,33,16,1.249,52,308.8,5.94,Gelada,Theropithecus_gelada,Multi-level,Multi-level,Female philopatry,3.2820,0.3174,-0.0692,0.0907,2.6465,0.2416,1.0451,0.2732,0.0234,0.1835,0.1198,0.1029
SIMIENS,Small,2018,Small_2018,48,33,15,1.194,56,650.9,11.62,Gelada,Theropithecus_gelada,Multi-level,Multi-level,Female philopatry,3.1772,0.3595,-0.0866,0.0789,3.3152,0.1865,0.9569,0.2569,-0.2298,0.1713,0.1671,0.1153
SIMIENS,Small,2019,Small_2019,48,35,13,1.194,56,277.6,4.96,Gelada,Theropithecus_gelada,Multi-level,Multi-level,Female philopatry,4.1426,0.2484,-0.0476,0.1093,2.5055,0.2839,0.4900,0.3331,0.0343,0.2174,0.1283,0.1121
TAI,TAI,2014,TAI_2014,27,22,5,-0.128,26,1353.9,52.07,Sooty mangabey,Cercocebus_lunulatus,Cohesive,Single-level,Female philopatry,0.9785,0.4779,0.3203,0.1187,-0.2061,0.2729,0.3401,0.5538,0.1950,0.3088,0.1727,0.1686
TAI,TAI,2015,TAI_2015,29,21,8,0.016,27,2173.3,80.49,Sooty mangabey,Cercocebus_lunulatus,Cohesive,Single-level,Female philopatry,0.4992,0.5506,0.2786,0.1367,-0.0042,0.3241,0.2778,0.4063,0.4086,0.2809,-0.0343,0.1386
TAI,TAI,2016,TAI_2016,30,22,8,0.086,30,1970.6,65.69,Sooty mangabey,Cercocebus_lunulatus,Cohesive,Single-level,Female philopatry,0.7835,0.4360,0.3479,0.1218,0.1459,0.3542,-0.5355,0.3682,0.3639,0.2479,0.1559,0.1341
TAI,TAI,2017,TAI_2017,22,19,3,-0.514,21,1534.8,73.09,Sooty mangabey,Cercocebus_lunulatus,Cohesive,Single-level,Female philopatry,0.5408,0.5741,0.7520,0.1319,0.2712,0.4483,0.5944,0.6916,0.3833,0.3380,-0.3739,0.1547
TAI,TAI,2018,TAI_2018,20,17,3,-0.681,21,1681.6,80.07,Sooty mangabey,Cercocebus_lunulatus,Cohesive,Single-level,Female philopatry,0.2726,0.4725,0.4143,0.1439,-0.1519,0.3043,0.2129,0.8076,0.3182,0.4063,-0.0345,0.2076
TAI,TAI,2019,TAI_2019,21,18,3,-0.597,21,1988.9,94.71,Sooty mangabey,Cercocebus_lunulatus,Cohesive,Single-level,Female philopatry,0.3958,0.5763,0.1415,0.1377,0.0400,0.2728,0.2044,0.5736,1.0540,0.2853,-0.1171,0.1725
TAI,TAI,2020,TAI_2020,23,20,3,-0.434,19,1805.9,95.05,Sooty mangabey,Cercocebus_lunulatus,Cohesive,Single-level,Female philopatry,1.1537,0.5009,0.1088,0.1291,0.2731,0.2475,0.1024,0.6640,-0.1311,0.3000,-0.3706,0.1373
TAI,TAI,2021,TAI_2021,27,22,5,-0.128,19,2313.5,121.76,Sooty mangabey,Cercocebus_lunulatus,Cohesive,Single-level,Female philopatry,1.0492,0.3649,0.0526,0.1404,0.2121,0.2639,0.3458,0.4899,0.0422,0.2766,-0.0602,0.1613
TSAOBIS,J,2005,J_2005,25,17,8,-0.278,17,311.1,18.30,Chacma baboon,Papio_ursinus,Cliquish,Single-level,Female philopatry,1.6113,0.8690,0.2226,0.1946,0.0218,0.6067,0.3485,0.3829,0.6758,0.2954,0.2210,0.1987
TSAOBIS,J,2006,J_2006,23,17,6,-0.434,17,576.9,33.94,Chacma baboon,Papio_ursinus,Cliquish,Single-level,Female philopatry,1.1966,0.6249,0.0775,0.1642,0.0660,0.3715,0.3066,0.5747,0.1310,0.3519,0.0781,0.1901
TSAOBIS,J,2013,J_2013,28,18,10,-0.055,28,476.4,17.01,Chacma baboon,Papio_ursinus,Cliquish,Single-level,Female philopatry,1.3123,0.5649,0.8485,0.1418,0.2185,0.3738,0.4173,0.3808,0.1377,0.3034,0.0364,0.1401
TSAOBIS,J,2014,J_2014,27,18,9,-0.128,27,637.4,23.61,Chacma baboon,Papio_ursinus,Cliquish,Single-level,Female philopatry,0.6803,0.6523,0.6369,0.1532,0.2721,0.3811,0.3199,0.2697,-0.2116,0.2352,0.2720,0.1629
TSAOBIS,L,2005,L_2005,15,10,5,-1.138,9,262,29.11,Chacma baboon,Papio_ursinus,Cliquish,Single-level,Female philopatry,1.9829,1.0116,0.6876,0.2734,-0.5132,0.7418,0.3029,0.4743,-0.5261,0.3999,0.4480,0.2690
TSAOBIS,L,2006,L_2006,16,11,5,-1.041,10,677.1,67.71,Chacma baboon,Papio_ursinus,Cliquish,Single-level,Female philopatry,1.5239,0.5943,0.5985,0.2096,0.4252,0.4747,0.3073,0.4634,0.1767,0.3557,0.1152,0.1802
TSAOBIS,L,2013,L_2013,30,20,10,0.086,25,400.7,16.03,Chacma baboon,Papio_ursinus,Cliquish,Single-level,Female philopatry,1.5711,0.3594,0.5980,0.1260,0.7085,0.4615,-0.1072,0.3207,0.4881,0.2471,0.0266,0.1335
TSAOBIS,L,2014,L_2014,29,20,9,0.016,28,664,23.71,Chacma baboon,Papio_ursinus,Cliquish,Single-level,Female philopatry,1.6025,0.3475,0.5466,0.1244,-0.2395,0.4241,0.2909,0.2878,0.7060,0.2117,-0.0873,0.1279
